RDF Type	Class type	Parent	ID	See Also	Label	Part1	Part2L	Part2B	Part3	Scope	Type	Comment	Definition	Editors Note	Citation
owl:Class	subclass	lang:0000001	lang:1000098		Arem				aem	I	L		Arem language		
owl:Class	subclass	lang:0000001	lang:1000099		Armenian Sign Language				aen	I	L		Armenian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000100		Aer				aeq	I	L		Aer language		
owl:Class	subclass	lang:0000001	lang:1000101		Eastern Arrernte				aer	I	L		Eastern Arrernte language		
owl:Class	subclass	lang:0000001	lang:1000102		Alsea				aes	I	E		Alsea language		
owl:Class	subclass	lang:0000001	lang:1000103		Akeu				aeu	I	L		Akeu language		
owl:Class	subclass	lang:0000001	lang:1000104		Ambakich				aew	I	L		Ambakich language		
owl:Class	subclass	lang:0000001	lang:1000105		Amele				aey	I	L		Amele language		
owl:Class	subclass	lang:0000001	lang:1000106		Aeka				aez	I	L		Aeka language		
owl:Class	subclass	lang:0000001	lang:1000107		Gulf Arabic				afb	I	L		Gulf Arabic language		
owl:Class	subclass	lang:0000001	lang:1000108		Andai				afd	I	L		Andai language		
owl:Class	subclass	lang:0000001	lang:1000109		Putukwam				afe	I	L		Putukwam language		
owl:Class	subclass	lang:0000001	lang:1000110		Afghan Sign Language				afg	I	L		Afghan Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000111		Afrihili		afh	afh	afh	I	C		Afrihili language		
owl:Class	subclass	lang:0000001	lang:1000112		Akrukay				afi	I	L		Akrukay language		
owl:Class	subclass	lang:0000001	lang:1000113		Nanubae				afk	I	L		Nanubae language		
owl:Class	subclass	lang:0000001	lang:1000114		Defaka				afn	I	L		Defaka language		
owl:Class	subclass	lang:0000001	lang:1000115		Eloyi				afo	I	L		Eloyi language		
owl:Class	subclass	lang:0000001	lang:1000116		Tapei				afp	I	L		Tapei language		
owl:Class	subclass	lang:0000001	lang:1000117		Afrikaans	af	afr	afr	afr	I	L		Afrikaans language		
owl:Class	subclass	lang:0000001	lang:1000118		Afro-Seminole Creole				afs	I	L		Afro-Seminole Creole language		
owl:Class	subclass	lang:0000001	lang:1000119		Afitti				aft	I	L		Afitti language		
owl:Class	subclass	lang:0000001	lang:1000120		Awutu				afu	I	L		Awutu language		
owl:Class	subclass	lang:0000001	lang:1000121		Obokuitai				afz	I	L		Obokuitai language		
owl:Class	subclass	lang:0000001	lang:1000122		Aguano				aga	I	E		Aguano language		
owl:Class	subclass	lang:0000001	lang:1000123		Legbo				agb	I	L		Legbo language		
owl:Class	subclass	lang:0000001	lang:1000124		Agatu				agc	I	L		Agatu language		
owl:Class	subclass	lang:0000001	lang:1000125		Agarabi				agd	I	L		Agarabi language		
owl:Class	subclass	lang:0000001	lang:1000126		Angal				age	I	L		Angal language		
owl:Class	subclass	lang:0000001	lang:1000127		Arguni				agf	I	L		Arguni language		
owl:Class	subclass	lang:0000001	lang:1000128		Angor				agg	I	L		Angor language		
owl:Class	subclass	lang:0000001	lang:1000129		Ngelima				agh	I	L		Ngelima language		
owl:Class	subclass	lang:0000001	lang:1000130		Agariya				agi	I	L		Agariya language		
owl:Class	subclass	lang:0000001	lang:1000131		Argobba				agj	I	L		Argobba language		
owl:Class	subclass	lang:0000001	lang:1000132		Isarog Agta				agk	I	L		Isarog Agta language		
owl:Class	subclass	lang:0000001	lang:1000133		Fembe				agl	I	L		Fembe language		
owl:Class	subclass	lang:0000001	lang:1000134		Angaataha				agm	I	L		Angaataha language		
owl:Class	subclass	lang:0000001	lang:1000135		Agutaynen				agn	I	L		Agutaynen language		
owl:Class	subclass	lang:0000001	lang:1000136		Tainae				ago	I	L		Tainae language		
owl:Class	subclass	lang:0000001	lang:1000137		Aghem				agq	I	L		Aghem language		
owl:Class	subclass	lang:0000001	lang:1000138		Aguaruna				agr	I	L		Aguaruna language		
owl:Class	subclass	lang:0000001	lang:1000139		Esimbi				ags	I	L		Esimbi language		
owl:Class	subclass	lang:0000001	lang:1000140		Central Cagayan Agta				agt	I	L		Central Cagayan Agta language		
owl:Class	subclass	lang:0000001	lang:1000141		Aguacateco				agu	I	L		Aguacateco language		
owl:Class	subclass	lang:0000001	lang:1000142		Remontado Dumagat				agv	I	L		Remontado Dumagat language		
owl:Class	subclass	lang:0000001	lang:1000143		Kahua				agw	I	L		Kahua language		
owl:Class	subclass	lang:0000001	lang:1000144		Aghul				agx	I	L		Aghul language		
owl:Class	subclass	lang:0000001	lang:1000145		Southern Alta				agy	I	L		Southern Alta language		
owl:Class	subclass	lang:0000001	lang:1000146		Mt. Iriga Agta				agz	I	L		Mt. Iriga Agta language		
owl:Class	subclass	lang:0000001	lang:1000147		Ahanta				aha	I	L		Ahanta language		
owl:Class	subclass	lang:0000001	lang:1000148		Axamb				ahb	I	L		Axamb language		
owl:Class	subclass	lang:0000001	lang:1000149		Qimant				ahg	I	L		Qimant language		
owl:Class	subclass	lang:0000001	lang:1000150		Aghu				ahh	I	L		Aghu language		
owl:Class	subclass	lang:0000001	lang:1000151		Tiagbamrin Aizi				ahi	I	L		Tiagbamrin Aizi language		
owl:Class	subclass	lang:0000001	lang:1000152		Akha				ahk	I	L		Akha language		
owl:Class	subclass	lang:0000001	lang:1000153		Igo				ahl	I	L		Igo language		
owl:Class	subclass	lang:0000001	lang:1000154		Mobumrin Aizi				ahm	I	L		Mobumrin Aizi language		
owl:Class	subclass	lang:0000001	lang:1000155		Àhàn				ahn	I	L		Àhàn language		
owl:Class	subclass	lang:0000001	lang:1000156		Ahom				aho	I	E		Ahom language		
owl:Class	subclass	lang:0000001	lang:1000157		Aproumu Aizi				ahp	I	L		Aproumu Aizi language		
owl:Class	subclass	lang:0000001	lang:1000158		Ahirani				ahr	I	L		Ahirani language		
owl:Class	subclass	lang:0000001	lang:1000159		Ashe				ahs	I	L		Ashe language		
owl:Class	subclass	lang:0000001	lang:1000160		Ahtena				aht	I	L		Ahtena language		
owl:Class	subclass	lang:0000001	lang:1000161		Arosi				aia	I	L		Arosi language		
owl:Class	subclass	lang:0000001	lang:1000162		Ainu (China)				aib	I	L		Ainu (China) language		
owl:Class	subclass	lang:0000001	lang:1000163		Ainbai				aic	I	L		Ainbai language		
owl:Class	subclass	lang:0000001	lang:1000164		Alngith				aid	I	E		Alngith language		
owl:Class	subclass	lang:0000001	lang:1000165		Amara				aie	I	L		Amara language		
owl:Class	subclass	lang:0000001	lang:1000166		Agi				aif	I	L		Agi language		
owl:Class	subclass	lang:0000001	lang:1000167		Antigua and Barbuda Creole English				aig	I	L		Antigua and Barbuda Creole English language		
owl:Class	subclass	lang:0000001	lang:1000168		Ai-Cham				aih	I	L		Ai-Cham language		
owl:Class	subclass	lang:0000001	lang:1000169		Assyrian Neo-Aramaic				aii	I	L		Assyrian Neo-Aramaic language		
owl:Class	subclass	lang:0000001	lang:1000170		Lishanid Noshan				aij	I	L		Lishanid Noshan language		
owl:Class	subclass	lang:0000001	lang:1000171		Ake				aik	I	L		Ake language		
owl:Class	subclass	lang:0000001	lang:1000172		Aimele				ail	I	L		Aimele language		
owl:Class	subclass	lang:0000001	lang:1000173		Aimol				aim	I	L		Aimol language		
owl:Class	subclass	lang:0000001	lang:1000174		Ainu (Japan)		ain	ain	ain	I	L		Ainu (Japan) language		
owl:Class	subclass	lang:0000001	lang:1000175		Aiton				aio	I	L		Aiton language		
owl:Class	subclass	lang:0000001	lang:1000176		Burumakok				aip	I	L		Burumakok language		
owl:Class	subclass	lang:0000001	lang:1000177		Aimaq				aiq	I	L		Aimaq language		
owl:Class	subclass	lang:0000001	lang:1000178		Airoran				air	I	L		Airoran language		
owl:Class	subclass	lang:0000001	lang:1000179		Arikem				ait	I	E		Arikem language		
owl:Class	subclass	lang:0000001	lang:1000180		Aari				aiw	I	L		Aari language		
owl:Class	subclass	lang:0000001	lang:1000181		Aighon				aix	I	L		Aighon language		
owl:Class	subclass	lang:0000001	lang:1000182		Ali				aiy	I	L		Ali language		
owl:Class	subclass	lang:0000001	lang:1000183		Aja (South Sudan)				aja	I	L		Aja (South Sudan) language		
owl:Class	subclass	lang:0000001	lang:1000184		Aja (Benin)				ajg	I	L		Aja (Benin) language		
owl:Class	subclass	lang:0000001	lang:1000185		Ajië				aji	I	L		Ajië language		
owl:Class	subclass	lang:0000001	lang:1000186		Andajin				ajn	I	L		Andajin language		
owl:Class	subclass	lang:0000001	lang:1000187		South Levantine Arabic				ajp	I	L		South Levantine Arabic language		
owl:Class	subclass	lang:0000001	lang:1000188		Judeo-Tunisian Arabic				ajt	I	L		Judeo-Tunisian Arabic language		
owl:Class	subclass	lang:0000001	lang:1000189		Judeo-Moroccan Arabic				aju	I	L		Judeo-Moroccan Arabic language		
owl:Class	subclass	lang:0000001	lang:1000190		Ajawa				ajw	I	E		Ajawa language		
owl:Class	subclass	lang:0000001	lang:1000191		Amri Karbi				ajz	I	L		Amri Karbi language		
owl:Class	subclass	lang:0000001	lang:1000192		Akan	ak	aka	aka	aka	M	L		Akan language		
owl:Class	subclass	lang:0000001	lang:1000193		Batak Angkola				akb	I	L		Batak Angkola language		
owl:Class	subclass	lang:0000001	lang:1000194		Mpur				akc	I	L		Mpur language		
owl:Class	subclass	lang:0000001	lang:1000195		Ukpet-Ehom				akd	I	L		Ukpet-Ehom language		
owl:Class	subclass	lang:0000001	lang:1000196		Akawaio				ake	I	L		Akawaio language		
owl:Class	subclass	lang:0000001	lang:1000197		Akpa				akf	I	L		Akpa language		
owl:Class	subclass	lang:0000001	lang:1000198		Anakalangu				akg	I	L		Anakalangu language		
owl:Class	subclass	lang:0000001	lang:1000199		Angal Heneng				akh	I	L		Angal Heneng language		
owl:Class	subclass	lang:0000001	lang:1000200		Aiome				aki	I	L		Aiome language		
owl:Class	subclass	lang:0000001	lang:1000201		Aka-Jeru				akj	I	E		Aka-Jeru language		
owl:Class	subclass	lang:0000001	lang:1000202		Akkadian		akk	akk	akk	I	A		Akkadian language		
owl:Class	subclass	lang:0000001	lang:1000203		Aklanon				akl	I	L		Aklanon language		
owl:Class	subclass	lang:0000001	lang:1000204		Aka-Bo				akm	I	E		Aka-Bo language		
owl:Class	subclass	lang:0000001	lang:1000205		Akurio				ako	I	L		Akurio language		
owl:Class	subclass	lang:0000001	lang:1000206		Siwu				akp	I	L		Siwu language		
owl:Class	subclass	lang:0000001	lang:1000207		Ak				akq	I	L		Ak language		
owl:Class	subclass	lang:0000001	lang:1000208		Araki				akr	I	L		Araki language		
owl:Class	subclass	lang:0000001	lang:1000209		Akaselem				aks	I	L		Akaselem language		
owl:Class	subclass	lang:0000001	lang:1000210		Akolet				akt	I	L		Akolet language		
owl:Class	subclass	lang:0000001	lang:1000211		Akum				aku	I	L		Akum language		
owl:Class	subclass	lang:0000001	lang:1000212		Akhvakh				akv	I	L		Akhvakh language		
owl:Class	subclass	lang:0000001	lang:1000213		Akwa				akw	I	L		Akwa language		
owl:Class	subclass	lang:0000001	lang:1000214		Aka-Kede				akx	I	E		Aka-Kede language		
owl:Class	subclass	lang:0000001	lang:1000215		Aka-Kol				aky	I	E		Aka-Kol language		
owl:Class	subclass	lang:0000001	lang:1000216		Alabama				akz	I	L		Alabama language		
owl:Class	subclass	lang:0000001	lang:1000217		Alago				ala	I	L		Alago language		
owl:Class	subclass	lang:0000001	lang:1000218		Qawasqar				alc	I	L		Qawasqar language		
owl:Class	subclass	lang:0000001	lang:1000219		Alladian				ald	I	L		Alladian language		
owl:Class	subclass	lang:0000001	lang:1000220		Aleut		ale	ale	ale	I	L		Aleut language		
owl:Class	subclass	lang:0000001	lang:1000221		Alege				alf	I	L		Alege language		
owl:Class	subclass	lang:0000001	lang:1000222		Alawa				alh	I	L		Alawa language		
owl:Class	subclass	lang:0000001	lang:1000223		Amaimon				ali	I	L		Amaimon language		
owl:Class	subclass	lang:0000001	lang:1000224		Alangan				alj	I	L		Alangan language		
owl:Class	subclass	lang:0000001	lang:1000225		Alak				alk	I	L		Alak language		
owl:Class	subclass	lang:0000001	lang:1000226		Allar				all	I	L		Allar language		
owl:Class	subclass	lang:0000001	lang:1000227		Amblong				alm	I	L		Amblong language		
owl:Class	subclass	lang:0000001	lang:1000228		Gheg Albanian				aln	I	L		Gheg Albanian language		
owl:Class	subclass	lang:0000001	lang:1000229		Larike-Wakasihu				alo	I	L		Larike-Wakasihu language		
owl:Class	subclass	lang:0000001	lang:1000230		Alune				alp	I	L		Alune language		
owl:Class	subclass	lang:0000001	lang:1000231		Algonquin				alq	I	L		Algonquin language		
owl:Class	subclass	lang:0000001	lang:1000232		Alutor				alr	I	L		Alutor language		
owl:Class	subclass	lang:0000001	lang:1000233		Tosk Albanian				als	I	L		Tosk Albanian language		
owl:Class	subclass	lang:0000001	lang:1000234		Southern Altai		alt	alt	alt	I	L		Southern Altai language		
owl:Class	subclass	lang:0000001	lang:1000235		'Are'are				alu	I	L		'Are'are language		
owl:Class	subclass	lang:0000001	lang:1000236		Alaba-K’abeena				alw	I	L		Alaba-K’abeena language		
owl:Class	subclass	lang:0000001	lang:1000237		Amol				alx	I	L		Amol language		
owl:Class	subclass	lang:0000001	lang:1000238		Alyawarr				aly	I	L		Alyawarr language		
owl:Class	subclass	lang:0000001	lang:1000239		Alur				alz	I	L		Alur language		
owl:Class	subclass	lang:0000001	lang:1000240		Amanayé				ama	I	E		Amanayé language		
owl:Class	subclass	lang:0000001	lang:1000241		Ambo				amb	I	L		Ambo language		
owl:Class	subclass	lang:0000001	lang:1000242		Amahuaca				amc	I	L		Amahuaca language		
owl:Class	subclass	lang:0000001	lang:1000243		Yanesha'				ame	I	L		Yanesha' language		
owl:Class	subclass	lang:0000001	lang:1000244		Hamer-Banna				amf	I	L		Hamer-Banna language		
owl:Class	subclass	lang:0000001	lang:1000245		Amurdak				amg	I	L		Amurdak language		
owl:Class	subclass	lang:0000001	lang:1000246		Amharic	am	amh	amh	amh	I	L		Amharic language		
owl:Class	subclass	lang:0000001	lang:1000247		Amis				ami	I	L		Amis language		
owl:Class	subclass	lang:0000001	lang:1000248		Amdang				amj	I	L		Amdang language		
owl:Class	subclass	lang:0000001	lang:1000249		Ambai				amk	I	L		Ambai language		
owl:Class	subclass	lang:0000001	lang:1000250		War-Jaintia				aml	I	L		War-Jaintia language		
owl:Class	subclass	lang:0000001	lang:1000251		Ama (Papua New Guinea)				amm	I	L		Ama (Papua New Guinea) language		
owl:Class	subclass	lang:0000001	lang:1000252		Amanab				amn	I	L		Amanab language		
owl:Class	subclass	lang:0000001	lang:1000253		Amo				amo	I	L		Amo language		
owl:Class	subclass	lang:0000001	lang:1000254		Alamblak				amp	I	L		Alamblak language		
owl:Class	subclass	lang:0000001	lang:1000255		Amahai				amq	I	L		Amahai language		
owl:Class	subclass	lang:0000001	lang:1000256		Amarakaeri				amr	I	L		Amarakaeri language		
owl:Class	subclass	lang:0000001	lang:1000257		Southern Amami-Oshima				ams	I	L		Southern Amami-Oshima language		
owl:Class	subclass	lang:0000001	lang:1000258		Amto				amt	I	L		Amto language		
owl:Class	subclass	lang:0000001	lang:1000259		Guerrero Amuzgo				amu	I	L		Guerrero Amuzgo language		
owl:Class	subclass	lang:0000001	lang:1000260		Ambelau				amv	I	L		Ambelau language		
owl:Class	subclass	lang:0000001	lang:1000261		Western Neo-Aramaic				amw	I	L		Western Neo-Aramaic language		
owl:Class	subclass	lang:0000001	lang:1000262		Anmatyerre				amx	I	L		Anmatyerre language		
owl:Class	subclass	lang:0000001	lang:1000263		Ami				amy	I	L		Ami language		
owl:Class	subclass	lang:0000001	lang:1000264		Atampaya				amz	I	E		Atampaya language		
owl:Class	subclass	lang:0000001	lang:1000265		Andaqui				ana	I	E		Andaqui language		
owl:Class	subclass	lang:0000001	lang:1000266		Andoa				anb	I	E		Andoa language		
owl:Class	subclass	lang:0000001	lang:1000267		Ngas				anc	I	L		Ngas language		
owl:Class	subclass	lang:0000001	lang:1000268		Ansus				and	I	L		Ansus language		
owl:Class	subclass	lang:0000001	lang:1000269		Xârâcùù				ane	I	L		Xârâcùù language		
owl:Class	subclass	lang:0000001	lang:1000270		Animere				anf	I	L		Animere language		
owl:Class	subclass	lang:0000001	lang:1000271		Old English (ca. 450-1100)		ang	ang	ang	I	H		Old English (ca. 450-1100) language		
owl:Class	subclass	lang:0000001	lang:1000272		Nend				anh	I	L		Nend language		
owl:Class	subclass	lang:0000001	lang:1000273		Andi				ani	I	L		Andi language		
owl:Class	subclass	lang:0000001	lang:1000274		Anor				anj	I	L		Anor language		
owl:Class	subclass	lang:0000001	lang:1000275		Goemai				ank	I	L		Goemai language		
owl:Class	subclass	lang:0000001	lang:1000276		Anu-Hkongso Chin				anl	I	L		Anu-Hkongso Chin language		
owl:Class	subclass	lang:0000001	lang:1000277		Anal				anm	I	L		Anal language		
owl:Class	subclass	lang:0000001	lang:1000278		Obolo				ann	I	L		Obolo language		
owl:Class	subclass	lang:0000001	lang:1000279		Andoque				ano	I	L		Andoque language		
owl:Class	subclass	lang:0000001	lang:1000280		Angika		anp	anp	anp	I	L		Angika language		
owl:Class	subclass	lang:0000001	lang:1000281		Jarawa (India)				anq	I	L		Jarawa (India) language		
owl:Class	subclass	lang:0000001	lang:1000282		Andh				anr	I	L		Andh language		
owl:Class	subclass	lang:0000001	lang:1000283		Anserma				ans	I	E		Anserma language		
owl:Class	subclass	lang:0000001	lang:1000284		Antakarinya				ant	I	L		Antakarinya language		
owl:Class	subclass	lang:0000001	lang:1000285		Anuak				anu	I	L		Anuak language		
owl:Class	subclass	lang:0000001	lang:1000286		Denya				anv	I	L		Denya language		
owl:Class	subclass	lang:0000001	lang:1000287		Anaang				anw	I	L		Anaang language		
owl:Class	subclass	lang:0000001	lang:1000288		Andra-Hus				anx	I	L		Andra-Hus language		
owl:Class	subclass	lang:0000001	lang:1000289		Anyin				any	I	L		Anyin language		
owl:Class	subclass	lang:0000001	lang:1000290		Anem				anz	I	L		Anem language		
owl:Class	subclass	lang:0000001	lang:1000291		Angolar				aoa	I	L		Angolar language		
owl:Class	subclass	lang:0000001	lang:1000292		Abom				aob	I	L		Abom language		
owl:Class	subclass	lang:0000001	lang:1000293		Pemon				aoc	I	L		Pemon language		
owl:Class	subclass	lang:0000001	lang:1000294		Andarum				aod	I	L		Andarum language		
owl:Class	subclass	lang:0000001	lang:1000295		Angal Enen				aoe	I	L		Angal Enen language		
owl:Class	subclass	lang:0000001	lang:1000296		Bragat				aof	I	L		Bragat language		
owl:Class	subclass	lang:0000001	lang:1000297		Angoram				aog	I	L		Angoram language		
owl:Class	subclass	lang:0000001	lang:1000298		Arma				aoh	I	E		Arma language		
owl:Class	subclass	lang:0000001	lang:1000299		Anindilyakwa				aoi	I	L		Anindilyakwa language		
owl:Class	subclass	lang:0000001	lang:1000300		Mufian				aoj	I	L		Mufian language		
owl:Class	subclass	lang:0000001	lang:1000301		Arhö				aok	I	L		Arhö language		
owl:Class	subclass	lang:0000001	lang:1000302		Alor				aol	I	L		Alor language		
owl:Class	subclass	lang:0000001	lang:1000303		Ömie				aom	I	L		Ömie language		
owl:Class	subclass	lang:0000001	lang:1000304		Bumbita Arapesh				aon	I	L		Bumbita Arapesh language		
owl:Class	subclass	lang:0000001	lang:1000305		Aore				aor	I	E		Aore language		
owl:Class	subclass	lang:0000001	lang:1000306		Taikat				aos	I	L		Taikat language		
owl:Class	subclass	lang:0000001	lang:1000307		Atong (India)				aot	I	L		Atong (India) language		
owl:Class	subclass	lang:0000001	lang:1000308		A'ou				aou	I	L		A'ou language		
owl:Class	subclass	lang:0000001	lang:1000309		Atorada				aox	I	L		Atorada language		
owl:Class	subclass	lang:0000001	lang:1000310		Uab Meto				aoz	I	L		Uab Meto language		
owl:Class	subclass	lang:0000001	lang:1000311		Sa'a				apb	I	L		Sa'a language		
owl:Class	subclass	lang:0000001	lang:1000312		North Levantine Arabic				apc	I	L		North Levantine Arabic language		
owl:Class	subclass	lang:0000001	lang:1000313		Sudanese Arabic				apd	I	L		Sudanese Arabic language		
owl:Class	subclass	lang:0000001	lang:1000314		Bukiyip				ape	I	L		Bukiyip language		
owl:Class	subclass	lang:0000001	lang:1000315		Pahanan Agta				apf	I	L		Pahanan Agta language		
owl:Class	subclass	lang:0000001	lang:1000316		Ampanang				apg	I	L		Ampanang language		
owl:Class	subclass	lang:0000001	lang:1000317		Athpariya				aph	I	L		Athpariya language		
owl:Class	subclass	lang:0000001	lang:1000318		Apiaká				api	I	L		Apiaká language		
owl:Class	subclass	lang:0000001	lang:1000319		Jicarilla Apache				apj	I	L		Jicarilla Apache language		
owl:Class	subclass	lang:0000001	lang:1000320		Kiowa Apache				apk	I	L		Kiowa Apache language		
owl:Class	subclass	lang:0000001	lang:1000321		Lipan Apache				apl	I	L		Lipan Apache language		
owl:Class	subclass	lang:0000001	lang:1000322		Mescalero-Chiricahua Apache				apm	I	L		Mescalero-Chiricahua Apache language		
owl:Class	subclass	lang:0000001	lang:1000323		Apinayé				apn	I	L		Apinayé language		
owl:Class	subclass	lang:0000001	lang:1000324		Ambul				apo	I	L		Ambul language		
owl:Class	subclass	lang:0000001	lang:1000325		Apma				app	I	L		Apma language		
owl:Class	subclass	lang:0000001	lang:1000326		A-Pucikwar				apq	I	L		A-Pucikwar language		
owl:Class	subclass	lang:0000001	lang:1000327		Arop-Lokep				apr	I	L		Arop-Lokep language		
owl:Class	subclass	lang:0000001	lang:1000328		Arop-Sissano				aps	I	L		Arop-Sissano language		
owl:Class	subclass	lang:0000001	lang:1000329		Apatani				apt	I	L		Apatani language		
owl:Class	subclass	lang:0000001	lang:1000330		Apurinã				apu	I	L		Apurinã language		
owl:Class	subclass	lang:0000001	lang:1000331		Alapmunte				apv	I	E		Alapmunte language		
owl:Class	subclass	lang:0000001	lang:1000332		Western Apache				apw	I	L		Western Apache language		
owl:Class	subclass	lang:0000001	lang:1000333		Aputai				apx	I	L		Aputai language		
owl:Class	subclass	lang:0000001	lang:1000334		Apalaí				apy	I	L		Apalaí language		
owl:Class	subclass	lang:0000001	lang:1000335		Safeyoka				apz	I	L		Safeyoka language		
owl:Class	subclass	lang:0000001	lang:1000336		Archi				aqc	I	L		Archi language		
owl:Class	subclass	lang:0000001	lang:1000337		Ampari Dogon				aqd	I	L		Ampari Dogon language		
owl:Class	subclass	lang:0000001	lang:1000338		Arigidi				aqg	I	L		Arigidi language		
owl:Class	subclass	lang:0000001	lang:1000339		Atohwaim				aqm	I	L		Atohwaim language		
owl:Class	subclass	lang:0000001	lang:1000340		Northern Alta				aqn	I	L		Northern Alta language		
owl:Class	subclass	lang:0000001	lang:1000341		Atakapa				aqp	I	E		Atakapa language		
owl:Class	subclass	lang:0000001	lang:1000342		Arhâ				aqr	I	L		Arhâ language		
owl:Class	subclass	lang:0000001	lang:1000343		Angaité				aqt	I	L		Angaité language		
owl:Class	subclass	lang:0000001	lang:1000344		Akuntsu				aqz	I	L		Akuntsu language		
owl:Class	subclass	lang:0000001	lang:1000345		Arabic	ar	ara	ara	ara	M	L		Arabic language		
owl:Class	subclass	lang:0000001	lang:1000346		Standard Arabic				arb	I	L		Standard Arabic language		
owl:Class	subclass	lang:0000001	lang:1000347		Official Aramaic (700-300 BCE)		arc	arc	arc	I	A		Official Aramaic (700-300 BCE) language		
owl:Class	subclass	lang:0000001	lang:1000348		Arabana				ard	I	E		Arabana language		
owl:Class	subclass	lang:0000001	lang:1000349		Western Arrarnta				are	I	L		Western Arrarnta language		
owl:Class	subclass	lang:0000001	lang:1000350		Aragonese	an	arg	arg	arg	I	L		Aragonese language		
owl:Class	subclass	lang:0000001	lang:1000351		Arhuaco				arh	I	L		Arhuaco language		
owl:Class	subclass	lang:0000001	lang:1000352		Arikara				ari	I	L		Arikara language		
owl:Class	subclass	lang:0000001	lang:1000353		Arapaso				arj	I	E		Arapaso language		
owl:Class	subclass	lang:0000001	lang:1000354		Arikapú				ark	I	L		Arikapú language		
owl:Class	subclass	lang:0000001	lang:1000355		Arabela				arl	I	L		Arabela language		
owl:Class	subclass	lang:0000001	lang:1000356		Mapudungun		arn	arn	arn	I	L		Mapudungun language		
owl:Class	subclass	lang:0000001	lang:1000357		Araona				aro	I	L		Araona language		
owl:Class	subclass	lang:0000001	lang:1000358		Arapaho		arp	arp	arp	I	L		Arapaho language		
owl:Class	subclass	lang:0000001	lang:1000359		Algerian Arabic				arq	I	L		Algerian Arabic language		
owl:Class	subclass	lang:0000001	lang:1000360		Karo (Brazil)				arr	I	L		Karo (Brazil) language		
owl:Class	subclass	lang:0000001	lang:1000361		Najdi Arabic				ars	I	L		Najdi Arabic language		
owl:Class	subclass	lang:0000001	lang:1000362		Aruá (Amazonas State)				aru	I	E		Aruá (Amazonas State) language		
owl:Class	subclass	lang:0000001	lang:1000363		Arbore				arv	I	L		Arbore language		
owl:Class	subclass	lang:0000001	lang:1000364		Arawak		arw	arw	arw	I	L		Arawak language		
owl:Class	subclass	lang:0000001	lang:1000365		Aruá (Rodonia State)				arx	I	L		Aruá (Rodonia State) language		
owl:Class	subclass	lang:0000001	lang:1000366		Moroccan Arabic				ary	I	L		Moroccan Arabic language		
owl:Class	subclass	lang:0000001	lang:1000367		Egyptian Arabic				arz	I	L		Egyptian Arabic language		
owl:Class	subclass	lang:0000001	lang:1000368		Asu (Tanzania)				asa	I	L		Asu (Tanzania) language		
owl:Class	subclass	lang:0000001	lang:1000369		Assiniboine				asb	I	L		Assiniboine language		
owl:Class	subclass	lang:0000001	lang:1000370		Casuarina Coast Asmat				asc	I	L		Casuarina Coast Asmat language		
owl:Class	subclass	lang:0000001	lang:1000371		American Sign Language				ase	I	L		American Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000372		Auslan				asf	I	L		Auslan language		
owl:Class	subclass	lang:0000001	lang:1000373		Cishingini				asg	I	L		Cishingini language		
owl:Class	subclass	lang:0000001	lang:1000374		Abishira				ash	I	E		Abishira language		
owl:Class	subclass	lang:0000001	lang:1000375		Buruwai				asi	I	L		Buruwai language		
owl:Class	subclass	lang:0000001	lang:1000376		Sari				asj	I	L		Sari language		
owl:Class	subclass	lang:0000001	lang:1000377		Ashkun				ask	I	L		Ashkun language		
owl:Class	subclass	lang:0000001	lang:1000378		Asilulu				asl	I	L		Asilulu language		
owl:Class	subclass	lang:0000001	lang:1000379		Assamese	as	asm	asm	asm	I	L		Assamese language		
owl:Class	subclass	lang:0000001	lang:1000380		Xingú Asuriní				asn	I	L		Xingú Asuriní language		
owl:Class	subclass	lang:0000001	lang:1000381		Dano				aso	I	L		Dano language		
owl:Class	subclass	lang:0000001	lang:1000382		Algerian Sign Language				asp	I	L		Algerian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000383		Austrian Sign Language				asq	I	L		Austrian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000384		Asuri				asr	I	L		Asuri language		
owl:Class	subclass	lang:0000001	lang:1000385		Ipulo				ass	I	L		Ipulo language		
owl:Class	subclass	lang:0000001	lang:1000386		Asturian		ast	ast	ast	I	L		Asturian language		
owl:Class	subclass	lang:0000001	lang:1000387		Tocantins Asurini				asu	I	L		Tocantins Asurini language		
owl:Class	subclass	lang:0000001	lang:1000388		Asoa				asv	I	L		Asoa language		
owl:Class	subclass	lang:0000001	lang:1000389		Australian Aborigines Sign Language				asw	I	L		Australian Aborigines Sign Language language		
owl:Class	subclass	lang:0000001	lang:1000390		Muratayak				asx	I	L		Muratayak language		
owl:Class	subclass	lang:0000001	lang:1000391		Yaosakor Asmat				asy	I	L		Yaosakor Asmat language		
owl:Class	subclass	lang:0000001	lang:1000392		As				asz	I	L		As language		
owl:Class	subclass	lang:0000001	lang:1000393		Pele-Ata				ata	I	L		Pele-Ata language		
owl:Class	subclass	lang:0000001	lang:1000394		Zaiwa				atb	I	L		Zaiwa language		
